source_category,source_ext,source_name,target_category,target_ext,target_name,engine,is_common,cross_category,url_slug
Documents,djvu,DJVU,Vectors,eps,EPS,universal,False,True,djvu-to-eps
Documents,djvu,DJVU,Vectors,emf,EMF,universal,False,True,djvu-to-emf
Documents,djvu,DJVU,Vectors,wmf,WMF,universal,False,True,djvu-to-wmf
Documents,djvu,DJVU,Vectors,odg,ODG,universal,False,True,djvu-to-odg
Documents,djvu,DJVU,Vectors,cgm,CGM,universal,False,True,djvu-to-cgm
Documents,djvu,DJVU,Fonts,ttf,TTF,universal,False,True,djvu-to-ttf
Documents,djvu,DJVU,Fonts,otf,OTF,universal,False,True,djvu-to-otf
Documents,djvu,DJVU,Fonts,woff,WOFF,universal,False,True,djvu-to-woff
Documents,djvu,DJVU,Fonts,woff2,WOFF2,universal,False,True,djvu-to-woff2
Documents,djvu,DJVU,Fonts,eot,EOT,universal,False,True,djvu-to-eot
Documents,djvu,DJVU,3D Models,stl,STL,universal,False,True,djvu-to-stl
Documents,djvu,DJVU,3D Models,obj,OBJ,universal,False,True,djvu-to-obj
Documents,djvu,DJVU,3D Models,3ds,3DS,universal,False,True,djvu-to-3ds
Documents,djvu,DJVU,3D Models,dae,DAE,universal,False,True,djvu-to-dae
Documents,djvu,DJVU,3D Models,fbx,FBX,universal,False,True,djvu-to-fbx
Documents,djvu,DJVU,3D Models,ply,PLY,universal,False,True,djvu-to-ply
Documents,djvu,DJVU,3D Models,gltf,GLTF,universal,False,True,djvu-to-gltf
Documents,djvu,DJVU,3D Models,glb,GLB,universal,False,True,djvu-to-glb
Documents,djvu,DJVU,3D Models,x3d,X3D,universal,False,True,djvu-to-x3d
Documents,djvu,DJVU,3D Models,wrl,WRL,universal,False,True,djvu-to-wrl
Documents,pages,PAGES,Documents,pdf,PDF,libreoffice,False,False,pages-to-pdf
Documents,pages,PAGES,Documents,docx,DOCX,libreoffice,False,False,pages-to-docx
Documents,pages,PAGES,Documents,doc,DOC,libreoffice,False,False,pages-to-doc
Documents,pages,PAGES,Documents,odt,ODT,libreoffice,False,False,pages-to-odt
Documents,pages,PAGES,Documents,txt,TXT,libreoffice,False,False,pages-to-txt
Documents,pages,PAGES,Documents,rtf,RTF,libreoffice,False,False,pages-to-rtf
Documents,pages,PAGES,Documents,html,HTML,libreoffice,False,False,pages-to-html
Documents,pages,PAGES,Documents,tex,TEX,libreoffice,False,False,pages-to-tex
Documents,pages,PAGES,Documents,epub,EPUB,libreoffice,False,False,pages-to-epub
Documents,pages,PAGES,Documents,mobi,MOBI,libreoffice,False,False,pages-to-mobi
Documents,pages,PAGES,Documents,fb2,FB2,libreoffice,False,False,pages-to-fb2
Documents,pages,PAGES,Documents,md,MD,libreoffice,False,False,pages-to-md
Documents,pages,PAGES,Documents,csv,CSV,libreoffice,False,False,pages-to-csv
Documents,pages,PAGES,Documents,xml,XML,libreoffice,False,False,pages-to-xml
Documents,pages,PAGES,Documents,json,JSON,libreoffice,False,False,pages-to-json
Documents,pages,PAGES,Spreadsheets,xlsx,XLSX,universal,False,True,pages-to-xlsx
Documents,pages,PAGES,Spreadsheets,xls,XLS,universal,False,True,pages-to-xls
Documents,pages,PAGES,Spreadsheets,ods,ODS,universal,False,True,pages-to-ods
Documents,pages,PAGES,Spreadsheets,csv,CSV,universal,False,True,pages-to-csv
Documents,pages,PAGES,Spreadsheets,tsv,TSV,universal,False,True,pages-to-tsv
Documents,pages,PAGES,Spreadsheets,dbf,DBF,universal,False,True,pages-to-dbf
Documents,pages,PAGES,Spreadsheets,fods,FODS,universal,False,True,pages-to-fods
Documents,pages,PAGES,Presentations,pptx,PPTX,universal,False,True,pages-to-pptx
Documents,pages,PAGES,Presentations,ppt,PPT,universal,False,True,pages-to-ppt
Documents,pages,PAGES,Presentations,odp,ODP,universal,False,True,pages-to-odp
Documents,pages,PAGES,Images,jpg,JPG,libreoffice,False,True,pages-to-jpg
Documents,pages,PAGES,Images,jpeg,JPEG,libreoffice,False,True,pages-to-jpeg
Documents,pages,PAGES,Images,png,PNG,libreoffice,False,True,pages-to-png
Documents,pages,PAGES,Images,gif,GIF,libreoffice,False,True,pages-to-gif
Documents,pages,PAGES,Images,bmp,BMP,libreoffice,False,True,pages-to-bmp
Documents,pages,PAGES,Images,tiff,TIFF,libreoffice,False,True,pages-to-tiff
Documents,pages,PAGES,Images,tif,TIF,libreoffice,False,True,pages-to-tif
Documents,pages,PAGES,Images,webp,WEBP,libreoffice,False,True,pages-to-webp
Documents,pages,PAGES,Images,svg,SVG,libreoffice,False,True,pages-to-svg
Documents,pages,PAGES,Images,ico,ICO,libreoffice,False,True,pages-to-ico
Documents,pages,PAGES,Images,heic,HEIC,libreoffice,False,True,pages-to-heic
Documents,pages,PAGES,Images,heif,HEIF,libreoffice,False,True,pages-to-heif
Documents,pages,PAGES,Images,dng,DNG,libreoffice,False,True,pages-to-dng
Documents,pages,PAGES,Images,ppm,PPM,libreoffice,False,True,pages-to-ppm
Documents,pages,PAGES,Images,pgm,PGM,libreoffice,False,True,pages-to-pgm
Documents,pages,PAGES,Images,pbm,PBM,libreoffice,False,True,pages-to-pbm
Documents,pages,PAGES,Images,xpm,XPM,libreoffice,False,True,pages-to-xpm
Documents,pages,PAGES,Images,xbm,XBM,libreoffice,False,True,pages-to-xbm
Documents,pages,PAGES,Images,pcx,PCX,libreoffice,False,True,pages-to-pcx
Documents,pages,PAGES,Audio,mp3,MP3,universal,False,True,pages-to-mp3
Documents,pages,PAGES,Audio,wav,WAV,universal,False,True,pages-to-wav
Documents,pages,PAGES,Audio,aac,AAC,universal,False,True,pages-to-aac
Documents,pages,PAGES,Audio,flac,FLAC,universal,False,True,pages-to-flac
Documents,pages,PAGES,Audio,ogg,OGG,universal,False,True,pages-to-ogg
Documents,pages,PAGES,Audio,m4a,M4A,universal,False,True,pages-to-m4a
Documents,pages,PAGES,Audio,wma,WMA,universal,False,True,pages-to-wma
Documents,pages,PAGES,Audio,aiff,AIFF,universal,False,True,pages-to-aiff
Documents,pages,PAGES,Audio,au,AU,universal,False,True,pages-to-au
Documents,pages,PAGES,Audio,amr,AMR,universal,False,True,pages-to-amr
Documents,pages,PAGES,Audio,ac3,AC3,universal,False,True,pages-to-ac3
Documents,pages,PAGES,Audio,opus,OPUS,universal,False,True,pages-to-opus
Documents,pages,PAGES,Audio,mka,MKA,universal,False,True,pages-to-mka
Documents,pages,PAGES,Audio,voc,VOC,universal,False,True,pages-to-voc
Documents,pages,PAGES,Audio,spx,SPX,universal,False,True,pages-to-spx
Documents,pages,PAGES,Audio,tta,TTA,universal,False,True,pages-to-tta
Documents,pages,PAGES,Audio,wv,WV,universal,False,True,pages-to-wv
Documents,pages,PAGES,Audio,dts,DTS,universal,False,True,pages-to-dts
Documents,pages,PAGES,Audio,eac3,EAC3,universal,False,True,pages-to-eac3
Documents,pages,PAGES,Video,mp4,MP4,universal,False,True,pages-to-mp4
Documents,pages,PAGES,Video,avi,AVI,universal,False,True,pages-to-avi
Documents,pages,PAGES,Video,mov,MOV,universal,False,True,pages-to-mov
Documents,pages,PAGES,Video,wmv,WMV,universal,False,True,pages-to-wmv
Documents,pages,PAGES,Video,mkv,MKV,universal,False,True,pages-to-mkv
Documents,pages,PAGES,Video,flv,FLV,universal,False,True,pages-to-flv
Documents,pages,PAGES,Video,webm,WEBM,universal,False,True,pages-to-webm
Documents,pages,PAGES,Video,m4v,M4V,universal,False,True,pages-to-m4v
Documents,pages,PAGES,Video,3gp,3GP,universal,False,True,pages-to-3gp
Documents,pages,PAGES,Video,ogv,OGV,universal,False,True,pages-to-ogv
Documents,pages,PAGES,Video,mpeg,MPEG,universal,False,True,pages-to-mpeg
Documents,pages,PAGES,Video,mpg,MPG,universal,False,True,pages-to-mpg
Documents,pages,PAGES,Video,m2v,M2V,universal,False,True,pages-to-m2v
Documents,pages,PAGES,Video,mts,MTS,universal,False,True,pages-to-mts
Documents,pages,PAGES,Video,ts,TS,universal,False,True,pages-to-ts
Documents,pages,PAGES,Video,vob,VOB,universal,False,True,pages-to-vob
Documents,pages,PAGES,Video,dv,DV,universal,False,True,pages-to-dv
Documents,pages,PAGES,Video,mxf,MXF,universal,False,True,pages-to-mxf
Documents,pages,PAGES,Video,f4v,F4V,universal,False,True,pages-to-f4v
Documents,pages,PAGES,Video,swf,SWF,universal,False,True,pages-to-swf
Documents,pages,PAGES,Video,divx,DIVX,universal,False,True,pages-to-divx
Documents,pages,PAGES,Video,asf,ASF,universal,False,True,pages-to-asf
Documents,pages,PAGES,Video,m2ts,M2TS,universal,False,True,pages-to-m2ts
Documents,pages,PAGES,Archives,zip,ZIP,universal,False,True,pages-to-zip
Documents,pages,PAGES,Archives,7z,7Z,universal,False,True,pages-to-7z
Documents,pages,PAGES,Archives,tar,TAR,universal,False,True,pages-to-tar
Documents,pages,PAGES,Archives,gz,GZ,universal,False,True,pages-to-gz
Documents,pages,PAGES,Archives,bz2,BZ2,universal,False,True,pages-to-bz2
Documents,pages,PAGES,Archives,xz,XZ,universal,False,True,pages-to-xz
Documents,pages,PAGES,Archives,lz,LZ,universal,False,True,pages-to-lz
Documents,pages,PAGES,Archives,lzma,LZMA,universal,False,True,pages-to-lzma
Documents,pages,PAGES,Archives,cpio,CPIO,universal,False,True,pages-to-cpio
Documents,pages,PAGES,CAD,dwg,DWG,universal,False,True,pages-to-dwg
Documents,pages,PAGES,CAD,dxf,DXF,universal,False,True,pages-to-dxf
Documents,pages,PAGES,CAD,step,STEP,universal,False,True,pages-to-step
Documents,pages,PAGES,CAD,stp,STP,universal,False,True,pages-to-stp
Documents,pages,PAGES,CAD,iges,IGES,universal,False,True,pages-to-iges
Documents,pages,PAGES,CAD,igs,IGS,universal,False,True,pages-to-igs
Documents,pages,PAGES,CAD,stl,STL,universal,False,True,pages-to-stl
Documents,pages,PAGES,CAD,obj,OBJ,universal,False,True,pages-to-obj
Documents,pages,PAGES,CAD,3ds,3DS,universal,False,True,pages-to-3ds
Documents,pages,PAGES,CAD,dae,DAE,universal,False,True,pages-to-dae
Documents,pages,PAGES,CAD,fbx,FBX,universal,False,True,pages-to-fbx
Documents,pages,PAGES,CAD,ply,PLY,universal,False,True,pages-to-ply
Documents,pages,PAGES,CAD,ifc,IFC,universal,False,True,pages-to-ifc
Documents,pages,PAGES,CAD,vsdx,VSDX,universal,False,True,pages-to-vsdx
Documents,pages,PAGES,CAD,svgz,SVGZ,universal,False,True,pages-to-svgz
Documents,pages,PAGES,CAD,cgm,CGM,universal,False,True,pages-to-cgm
Documents,pages,PAGES,eBooks,epub,EPUB,universal,False,True,pages-to-epub
Documents,pages,PAGES,eBooks,mobi,MOBI,universal,False,True,pages-to-mobi
Documents,pages,PAGES,eBooks,fb2,FB2,universal,False,True,pages-to-fb2
Documents,pages,PAGES,Vectors,svg,SVG,universal,False,True,pages-to-svg
Documents,pages,PAGES,Vectors,eps,EPS,universal,False,True,pages-to-eps
Documents,pages,PAGES,Vectors,emf,EMF,universal,False,True,pages-to-emf
Documents,pages,PAGES,Vectors,wmf,WMF,universal,False,True,pages-to-wmf
Documents,pages,PAGES,Vectors,odg,ODG,universal,False,True,pages-to-odg
Documents,pages,PAGES,Vectors,cgm,CGM,universal,False,True,pages-to-cgm
Documents,pages,PAGES,Fonts,ttf,TTF,universal,False,True,pages-to-ttf
Documents,pages,PAGES,Fonts,otf,OTF,universal,False,True,pages-to-otf
Documents,pages,PAGES,Fonts,woff,WOFF,universal,False,True,pages-to-woff
Documents,pages,PAGES,Fonts,woff2,WOFF2,universal,False,True,pages-to-woff2
Documents,pages,PAGES,Fonts,eot,EOT,universal,False,True,pages-to-eot
Documents,pages,PAGES,3D Models,stl,STL,universal,False,True,pages-to-stl
Documents,pages,PAGES,3D Models,obj,OBJ,universal,False,True,pages-to-obj
Documents,pages,PAGES,3D Models,3ds,3DS,universal,False,True,pages-to-3ds
Documents,pages,PAGES,3D Models,dae,DAE,universal,False,True,pages-to-dae
Documents,pages,PAGES,3D Models,fbx,FBX,universal,False,True,pages-to-fbx
Documents,pages,PAGES,3D Models,ply,PLY,universal,False,True,pages-to-ply
Documents,pages,PAGES,3D Models,gltf,GLTF,universal,False,True,pages-to-gltf
Documents,pages,PAGES,3D Models,glb,GLB,universal,False,True,pages-to-glb
Documents,pages,PAGES,3D Models,x3d,X3D,universal,False,True,pages-to-x3d
Documents,pages,PAGES,3D Models,wrl,WRL,universal,False,True,pages-to-wrl
Documents,wpd,WPD,Documents,pdf,PDF,libreoffice,False,False,wpd-to-pdf
Documents,wpd,WPD,Documents,docx,DOCX,libreoffice,False,False,wpd-to-docx
Documents,wpd,WPD,Documents,doc,DOC,libreoffice,False,False,wpd-to-doc
Documents,wpd,WPD,Documents,odt,ODT,libreoffice,False,False,wpd-to-odt
Documents,wpd,WPD,Documents,txt,TXT,libreoffice,False,False,wpd-to-txt
Documents,wpd,WPD,Documents,rtf,RTF,libreoffice,False,False,wpd-to-rtf
Documents,wpd,WPD,Documents,html,HTML,libreoffice,False,False,wpd-to-html
Documents,wpd,WPD,Documents,tex,TEX,libreoffice,False,False,wpd-to-tex
Documents,wpd,WPD,Documents,epub,EPUB,libreoffice,False,False,wpd-to-epub
Documents,wpd,WPD,Documents,mobi,MOBI,libreoffice,False,False,wpd-to-mobi
Documents,wpd,WPD,Documents,fb2,FB2,libreoffice,False,False,wpd-to-fb2
Documents,wpd,WPD,Documents,md,MD,libreoffice,False,False,wpd-to-md
Documents,wpd,WPD,Documents,csv,CSV,libreoffice,False,False,wpd-to-csv
Documents,wpd,WPD,Documents,xml,XML,libreoffice,False,False,wpd-to-xml
Documents,wpd,WPD,Documents,json,JSON,libreoffice,False,False,wpd-to-json
Documents,wpd,WPD,Spreadsheets,xlsx,XLSX,universal,False,True,wpd-to-xlsx
Documents,wpd,WPD,Spreadsheets,xls,XLS,universal,False,True,wpd-to-xls
Documents,wpd,WPD,Spreadsheets,ods,ODS,universal,False,True,wpd-to-ods
Documents,wpd,WPD,Spreadsheets,csv,CSV,universal,False,True,wpd-to-csv
Documents,wpd,WPD,Spreadsheets,tsv,TSV,universal,False,True,wpd-to-tsv
Documents,wpd,WPD,Spreadsheets,dbf,DBF,universal,False,True,wpd-to-dbf
Documents,wpd,WPD,Spreadsheets,fods,FODS,universal,False,True,wpd-to-fods
Documents,wpd,WPD,Presentations,pptx,PPTX,universal,False,True,wpd-to-pptx
Documents,wpd,WPD,Presentations,ppt,PPT,universal,False,True,wpd-to-ppt
Documents,wpd,WPD,Presentations,odp,ODP,universal,False,True,wpd-to-odp
Documents,wpd,WPD,Images,jpg,JPG,libreoffice,False,True,wpd-to-jpg
Documents,wpd,WPD,Images,jpeg,JPEG,libreoffice,False,True,wpd-to-jpeg
Documents,wpd,WPD,Images,png,PNG,libreoffice,False,True,wpd-to-png
Documents,wpd,WPD,Images,gif,GIF,libreoffice,False,True,wpd-to-gif
Documents,wpd,WPD,Images,bmp,BMP,libreoffice,False,True,wpd-to-bmp
Documents,wpd,WPD,Images,tiff,TIFF,libreoffice,False,True,wpd-to-tiff
Documents,wpd,WPD,Images,tif,TIF,libreoffice,False,True,wpd-to-tif
Documents,wpd,WPD,Images,webp,WEBP,libreoffice,False,True,wpd-to-webp
Documents,wpd,WPD,Images,svg,SVG,libreoffice,False,True,wpd-to-svg
Documents,wpd,WPD,Images,ico,ICO,libreoffice,False,True,wpd-to-ico
Documents,wpd,WPD,Images,heic,HEIC,libreoffice,False,True,wpd-to-heic
Documents,wpd,WPD,Images,heif,HEIF,libreoffice,False,True,wpd-to-heif
Documents,wpd,WPD,Images,dng,DNG,libreoffice,False,True,wpd-to-dng
Documents,wpd,WPD,Images,ppm,PPM,libreoffice,False,True,wpd-to-ppm
Documents,wpd,WPD,Images,pgm,PGM,libreoffice,False,True,wpd-to-pgm
Documents,wpd,WPD,Images,pbm,PBM,libreoffice,False,True,wpd-to-pbm
Documents,wpd,WPD,Images,xpm,XPM,libreoffice,False,True,wpd-to-xpm
Documents,wpd,WPD,Images,xbm,XBM,libreoffice,False,True,wpd-to-xbm
Documents,wpd,WPD,Images,pcx,PCX,libreoffice,False,True,wpd-to-pcx
Documents,wpd,WPD,Audio,mp3,MP3,universal,False,True,wpd-to-mp3
Documents,wpd,WPD,Audio,wav,WAV,universal,False,True,wpd-to-wav
Documents,wpd,WPD,Audio,aac,AAC,universal,False,True,wpd-to-aac
Documents,wpd,WPD,Audio,flac,FLAC,universal,False,True,wpd-to-flac
Documents,wpd,WPD,Audio,ogg,OGG,universal,False,True,wpd-to-ogg
Documents,wpd,WPD,Audio,m4a,M4A,universal,False,True,wpd-to-m4a
Documents,wpd,WPD,Audio,wma,WMA,universal,False,True,wpd-to-wma
Documents,wpd,WPD,Audio,aiff,AIFF,universal,False,True,wpd-to-aiff
Documents,wpd,WPD,Audio,au,AU,universal,False,True,wpd-to-au
Documents,wpd,WPD,Audio,amr,AMR,universal,False,True,wpd-to-amr
Documents,wpd,WPD,Audio,ac3,AC3,universal,False,True,wpd-to-ac3
Documents,wpd,WPD,Audio,opus,OPUS,universal,False,True,wpd-to-opus
Documents,wpd,WPD,Audio,mka,MKA,universal,False,True,wpd-to-mka
Documents,wpd,WPD,Audio,voc,VOC,universal,False,True,wpd-to-voc
Documents,wpd,WPD,Audio,spx,SPX,universal,False,True,wpd-to-spx
Documents,wpd,WPD,Audio,tta,TTA,universal,False,True,wpd-to-tta
Documents,wpd,WPD,Audio,wv,WV,universal,False,True,wpd-to-wv
Documents,wpd,WPD,Audio,dts,DTS,universal,False,True,wpd-to-dts
Documents,wpd,WPD,Audio,eac3,EAC3,universal,False,True,wpd-to-eac3
Documents,wpd,WPD,Video,mp4,MP4,universal,False,True,wpd-to-mp4
Documents,wpd,WPD,Video,avi,AVI,universal,False,True,wpd-to-avi
Documents,wpd,WPD,Video,mov,MOV,universal,False,True,wpd-to-mov
Documents,wpd,WPD,Video,wmv,WMV,universal,False,True,wpd-to-wmv
Documents,wpd,WPD,Video,mkv,MKV,universal,False,True,wpd-to-mkv
Documents,wpd,WPD,Video,flv,FLV,universal,False,True,wpd-to-flv
Documents,wpd,WPD,Video,webm,WEBM,universal,False,True,wpd-to-webm
Documents,wpd,WPD,Video,m4v,M4V,universal,False,True,wpd-to-m4v
Documents,wpd,WPD,Video,3gp,3GP,universal,False,True,wpd-to-3gp
Documents,wpd,WPD,Video,ogv,OGV,universal,False,True,wpd-to-ogv
Documents,wpd,WPD,Video,mpeg,MPEG,universal,False,True,wpd-to-mpeg
Documents,wpd,WPD,Video,mpg,MPG,universal,False,True,wpd-to-mpg
Documents,wpd,WPD,Video,m2v,M2V,universal,False,True,wpd-to-m2v
Documents,wpd,WPD,Video,mts,MTS,universal,False,True,wpd-to-mts
Documents,wpd,WPD,Video,ts,TS,universal,False,True,wpd-to-ts
Documents,wpd,WPD,Video,vob,VOB,universal,False,True,wpd-to-vob
Documents,wpd,WPD,Video,dv,DV,universal,False,True,wpd-to-dv
Documents,wpd,WPD,Video,mxf,MXF,universal,False,True,wpd-to-mxf
Documents,wpd,WPD,Video,f4v,F4V,universal,False,True,wpd-to-f4v
Documents,wpd,WPD,Video,swf,SWF,universal,False,True,wpd-to-swf
Documents,wpd,WPD,Video,divx,DIVX,universal,False,True,wpd-to-divx
Documents,wpd,WPD,Video,asf,ASF,universal,False,True,wpd-to-asf
Documents,wpd,WPD,Video,m2ts,M2TS,universal,False,True,wpd-to-m2ts
Documents,wpd,WPD,Archives,zip,ZIP,universal,False,True,wpd-to-zip
Documents,wpd,WPD,Archives,7z,7Z,universal,False,True,wpd-to-7z
Documents,wpd,WPD,Archives,tar,TAR,universal,False,True,wpd-to-tar
Documents,wpd,WPD,Archives,gz,GZ,universal,False,True,wpd-to-gz
Documents,wpd,WPD,Archives,bz2,BZ2,universal,False,True,wpd-to-bz2
Documents,wpd,WPD,Archives,xz,XZ,universal,False,True,wpd-to-xz
Documents,wpd,WPD,Archives,lz,LZ,universal,False,True,wpd-to-lz
Documents,wpd,WPD,Archives,lzma,LZMA,universal,False,True,wpd-to-lzma
Documents,wpd,WPD,Archives,cpio,CPIO,universal,False,True,wpd-to-cpio
Documents,wpd,WPD,CAD,dwg,DWG,universal,False,True,wpd-to-dwg
Documents,wpd,WPD,CAD,dxf,DXF,universal,False,True,wpd-to-dxf
Documents,wpd,WPD,CAD,step,STEP,universal,False,True,wpd-to-step
Documents,wpd,WPD,CAD,stp,STP,universal,False,True,wpd-to-stp
Documents,wpd,WPD,CAD,iges,IGES,universal,False,True,wpd-to-iges
Documents,wpd,WPD,CAD,igs,IGS,universal,False,True,wpd-to-igs
Documents,wpd,WPD,CAD,stl,STL,universal,False,True,wpd-to-stl
Documents,wpd,WPD,CAD,obj,OBJ,universal,False,True,wpd-to-obj
Documents,wpd,WPD,CAD,3ds,3DS,universal,False,True,wpd-to-3ds
Documents,wpd,WPD,CAD,dae,DAE,universal,False,True,wpd-to-dae
Documents,wpd,WPD,CAD,fbx,FBX,universal,False,True,wpd-to-fbx
Documents,wpd,WPD,CAD,ply,PLY,universal,False,True,wpd-to-ply
Documents,wpd,WPD,CAD,ifc,IFC,universal,False,True,wpd-to-ifc
Documents,wpd,WPD,CAD,vsdx,VSDX,universal,False,True,wpd-to-vsdx
Documents,wpd,WPD,CAD,svgz,SVGZ,universal,False,True,wpd-to-svgz
Documents,wpd,WPD,CAD,cgm,CGM,universal,False,True,wpd-to-cgm
Documents,wpd,WPD,eBooks,epub,EPUB,universal,False,True,wpd-to-epub
Documents,wpd,WPD,eBooks,mobi,MOBI,universal,False,True,wpd-to-mobi
Documents,wpd,WPD,eBooks,fb2,FB2,universal,False,True,wpd-to-fb2
Documents,wpd,WPD,Vectors,svg,SVG,universal,False,True,wpd-to-svg
Documents,wpd,WPD,Vectors,eps,EPS,universal,False,True,wpd-to-eps
Documents,wpd,WPD,Vectors,emf,EMF,universal,False,True,wpd-to-emf
Documents,wpd,WPD,Vectors,wmf,WMF,universal,False,True,wpd-to-wmf
Documents,wpd,WPD,Vectors,odg,ODG,universal,False,True,wpd-to-odg
Documents,wpd,WPD,Vectors,cgm,CGM,universal,False,True,wpd-to-cgm
Documents,wpd,WPD,Fonts,ttf,TTF,universal,False,True,wpd-to-ttf
Documents,wpd,WPD,Fonts,otf,OTF,universal,False,True,wpd-to-otf
Documents,wpd,WPD,Fonts,woff,WOFF,universal,False,True,wpd-to-woff
Documents,wpd,WPD,Fonts,woff2,WOFF2,universal,False,True,wpd-to-woff2
Documents,wpd,WPD,Fonts,eot,EOT,universal,False,True,wpd-to-eot
Documents,wpd,WPD,3D Models,stl,STL,universal,False,True,wpd-to-stl
Documents,wpd,WPD,3D Models,obj,OBJ,universal,False,True,wpd-to-obj
Documents,wpd,WPD,3D Models,3ds,3DS,universal,False,True,wpd-to-3ds
Documents,wpd,WPD,3D Models,dae,DAE,universal,False,True,wpd-to-dae
Documents,wpd,WPD,3D Models,fbx,FBX,universal,False,True,wpd-to-fbx
Documents,wpd,WPD,3D Models,ply,PLY,universal,False,True,wpd-to-ply
Documents,wpd,WPD,3D Models,gltf,GLTF,universal,False,True,wpd-to-gltf
Documents,wpd,WPD,3D Models,glb,GLB,universal,False,True,wpd-to-glb
Documents,wpd,WPD,3D Models,x3d,X3D,universal,False,True,wpd-to-x3d
Documents,wpd,WPD,3D Models,wrl,WRL,universal,False,True,wpd-to-wrl
Documents,md,MD,Documents,pdf,PDF,libreoffice,False,False,md-to-pdf
Documents,md,MD,Documents,docx,DOCX,libreoffice,False,False,md-to-docx
Documents,md,MD,Documents,doc,DOC,libreoffice,False,False,md-to-doc
Documents,md,MD,Documents,odt,ODT,libreoffice,False,False,md-to-odt
Documents,md,MD,Documents,txt,TXT,libreoffice,False,False,md-to-txt
Documents,md,MD,Documents,rtf,RTF,libreoffice,False,False,md-to-rtf
Documents,md,MD,Documents,html,HTML,libreoffice,False,False,md-to-html
Documents,md,MD,Documents,tex,TEX,libreoffice,False,False,md-to-tex
Documents,md,MD,Documents,epub,EPUB,libreoffice,False,False,md-to-epub
Documents,md,MD,Documents,mobi,MOBI,libreoffice,False,False,md-to-mobi
Documents,md,MD,Documents,fb2,FB2,libreoffice,False,False,md-to-fb2
Documents,md,MD,Documents,csv,CSV,libreoffice,False,False,md-to-csv
Documents,md,MD,Documents,xml,XML,libreoffice,False,False,md-to-xml
Documents,md,MD,Documents,json,JSON,libreoffice,False,False,md-to-json
Documents,md,MD,Spreadsheets,xlsx,XLSX,universal,False,True,md-to-xlsx
Documents,md,MD,Spreadsheets,xls,XLS,universal,False,True,md-to-xls
Documents,md,MD,Spreadsheets,ods,ODS,universal,False,True,md-to-ods
Documents,md,MD,Spreadsheets,csv,CSV,universal,False,True,md-to-csv
Documents,md,MD,Spreadsheets,tsv,TSV,universal,False,True,md-to-tsv
Documents,md,MD,Spreadsheets,dbf,DBF,universal,False,True,md-to-dbf
Documents,md,MD,Spreadsheets,fods,FODS,universal,False,True,md-to-fods
Documents,md,MD,Presentations,pptx,PPTX,universal,False,True,md-to-pptx
Documents,md,MD,Presentations,ppt,PPT,universal,False,True,md-to-ppt
Documents,md,MD,Presentations,odp,ODP,universal,False,True,md-to-odp
Documents,md,MD,Images,jpg,JPG,libreoffice,False,True,md-to-jpg
Documents,md,MD,Images,jpeg,JPEG,libreoffice,False,True,md-to-jpeg
Documents,md,MD,Images,png,PNG,libreoffice,False,True,md-to-png
Documents,md,MD,Images,gif,GIF,libreoffice,False,True,md-to-gif
Documents,md,MD,Images,bmp,BMP,libreoffice,False,True,md-to-bmp
Documents,md,MD,Images,tiff,TIFF,libreoffice,False,True,md-to-tiff
Documents,md,MD,Images,tif,TIF,libreoffice,False,True,md-to-tif
Documents,md,MD,Images,webp,WEBP,libreoffice,False,True,md-to-webp
Documents,md,MD,Images,svg,SVG,libreoffice,False,True,md-to-svg
Documents,md,MD,Images,ico,ICO,libreoffice,False,True,md-to-ico
Documents,md,MD,Images,heic,HEIC,libreoffice,False,True,md-to-heic
Documents,md,MD,Images,heif,HEIF,libreoffice,False,True,md-to-heif
Documents,md,MD,Images,dng,DNG,libreoffice,False,True,md-to-dng
Documents,md,MD,Images,ppm,PPM,libreoffice,False,True,md-to-ppm
Documents,md,MD,Images,pgm,PGM,libreoffice,False,True,md-to-pgm
Documents,md,MD,Images,pbm,PBM,libreoffice,False,True,md-to-pbm
Documents,md,MD,Images,xpm,XPM,libreoffice,False,True,md-to-xpm
Documents,md,MD,Images,xbm,XBM,libreoffice,False,True,md-to-xbm
Documents,md,MD,Images,pcx,PCX,libreoffice,False,True,md-to-pcx
Documents,md,MD,Audio,mp3,MP3,universal,False,True,md-to-mp3
Documents,md,MD,Audio,wav,WAV,universal,False,True,md-to-wav
Documents,md,MD,Audio,aac,AAC,universal,False,True,md-to-aac
Documents,md,MD,Audio,flac,FLAC,universal,False,True,md-to-flac
Documents,md,MD,Audio,ogg,OGG,universal,False,True,md-to-ogg
Documents,md,MD,Audio,m4a,M4A,universal,False,True,md-to-m4a
Documents,md,MD,Audio,wma,WMA,universal,False,True,md-to-wma
Documents,md,MD,Audio,aiff,AIFF,universal,False,True,md-to-aiff
Documents,md,MD,Audio,au,AU,universal,False,True,md-to-au
Documents,md,MD,Audio,amr,AMR,universal,False,True,md-to-amr
Documents,md,MD,Audio,ac3,AC3,universal,False,True,md-to-ac3
Documents,md,MD,Audio,opus,OPUS,universal,False,True,md-to-opus
Documents,md,MD,Audio,mka,MKA,universal,False,True,md-to-mka
Documents,md,MD,Audio,voc,VOC,universal,False,True,md-to-voc
Documents,md,MD,Audio,spx,SPX,universal,False,True,md-to-spx
Documents,md,MD,Audio,tta,TTA,universal,False,True,md-to-tta
Documents,md,MD,Audio,wv,WV,universal,False,True,md-to-wv
